titulo,resumen,n_inscritos,tipo_curso,institución,instructores,nivel,tema,idioma,subtítulos,esfuerzo_curso,duración_curso,precio,descripción_curso,temario_curso,url_curso
Grant Writing and Crowdfunding for Public Libraries,"Learn how to increase your impact, innovate, and overcome often static funding through various fundraising and grant writing approaches.",12853,Self-paced on your time,The University of Michigan,Kristin Fontichiaro,Introductory,Humanities,English,English,2–3 hours per week,4 Weeks,49,"This course, part of the Public Library Management Professional Certificate program, explores strategies for developing effective grant proposals and for engaging the community in crowdfunding campaigns.In this course, you will mock up a crowdfunding campaign and create a grant proposal for a local or state-level funding source.",Weekly themes tentatively scheduled to include:,https://www.edx.org/course/grant-writing-and-crowdfunding-for-public-librarie
"Batteries, Fuel Cells, and their Role in Modern Society",This course is an introduction to batteries and fuel cells - the cornerstones of electromobility and renewable energy.,11865,Self-paced on your time,Ural Federal University,Dmitry Pelegov,Introductory,Science,English,English,2–4 hours per week,6 Weeks,49,"In today's world, we see game-changing movements in transportation and energy markets. A better understanding of the processes involved can help you to find your own role in these incipient shifts and take advantage of monumental changes down the road. This course is an elementary introduction to batteries and fuel cell, the cornerstone of electromobility and renewable energy, the main drivers of sustainable development. Learning the lessons of history, understanding the main driving forces, and gaining the basic knowledge of the key technologies will build your basic all-around comprehension of the subject. This course aims tobridgescience and society. For students focused on science, it will help illustrate the demands of society and industry. For learners from industry, business, or from generalist backgrounds, it will be the lucid introduction to the subject. The short course will not make you an expert in batteries, fuels cells, and electric vehicles, but will help you incommunicating with scientists and engineers and make your further education (or self-education) more productive. The main focus of the course is on batteries - namely, lithium-ion batteries - and electric vehicles as the key market.","Week 1. History of electric vehicles
1.1. Lessons of history. EV dawn
1.2. Lessons of history. EV falling down
1.3. Lessons of history. EV oblivion
1.4. Technical remark. How electric vehicle beats gasoline car
1.5.Supporting materials. EV vs. gasoline cars in winter
1.6.Nowadays. EV revival? Week 2. EV revival or why governments care so much about EVs and clean energy
2.1. EV revival. Ecology - air pollution
2.2. EV revival. Ecology – well-to-wheel pollutions
2.3. EV revival. Politics
2.4. EV revival. Economics
2.5. EV revival. Age of electricity
2.6. Important remark. How clean are EVs
2.7. You may be interested. Peak oil Week 3. Engineering. Electric Vehicles and batteries
3.1. EV and hybrids. Classification and how it works
3.2. Choosing the battery you need. Five main characteristics
3.3. Electric buses. Two solutions
3.4. Electric trucks, ships, aircraft
3.5. Related technology. Wheel-hub-motors or how to make car waltzing
3.6. Related technology. Wireless charging
3.7. Related technology. Autonomous driving
3.8. Battery producers Week 4. Science. Chemical power sources
4.1. Brief history of electrochemistry
4.2. Basic principles of batteries and fuel cells
4.3. Fuel cells. Motivation
4.4. Fuel cells. Classification
4.5. Fuel cells. Comparison
4.6. Fuel cells. More details
4.7. Energy sources and energy storage Week 5. Science. Different types of batteries
5.1. Lead acid batteries
5.2. NiCd, NiMH, NiFe
5.3. Li-ion batteries
5.4. Conventional and all-solid-state lithium-ion batteries Week 6. Electrode materials for lithium-ion batteries
6.1. Positive electrode materials. Layered LCO, NMC, NCA and others
6.2. Positive electrode materials. Olivine LFP and others
6.3. Positive electrode materials. Spinel LMO, LNMO and others
6.5. Negative electrode materials. Carbon based material
6.6. Negative electrode materials. Spinel LTO
6.8. What is next?",https://www.edx.org/course/batteries-fuel-cells-and-their-role-in-modern-so-2
Social Media: How Media Got Social,"Discover where social media came from, how it became integral to our everyday lives, and how that has changed the way we communicate.",13616,Self-paced on your time,Curtin University,Tama Leaver-Gwyneth Peaty,Introductory,Communication,English,English,2–3 hours per week,4 Weeks,139,"Social media and online communication dominate our daily lives in an unprecedented manner. Wireless connectivity, mobile devices and wearable technologies mean that social media is always on, always part of everyday life for billions of people across the world. While the term 'social media' is barely a decade old, the story of how people started using the internet in a social manner is a much longer and more interesting one. This course willincrease learners' understanding of social media by looking at the ways networked connectivity let users become 'social', how this was amplified with the emergence of the web, and how social media became the default mode of the mobile web we use today.By completing this course, you should be able to: ","Module 1: Social Media before the Web
Examines social tools, protocols and ways of communicating that developed in the first two decades of the internet, and the surprising dominance of social communication using networks that were initially designed for very different purposes. Module2: Web 2.0 and Participatory Culture
Examines the explosion of networked interaction after the emergence of the World Wide Web in the 1990s, through to the most well-known early examples of social media: blogs and wikis. Module3: Social Platforms
Examines the way that the dominant social media platforms took centre stage, and how these spaces made social media a normal part of everyday life and changed political communication. Module4: Social Goes Everywhere: The Mobile Web
Examines the way social media changes when phones and tablets let users be online at every moment, in every place and space, and how devices, not just people, start to send social signals. ",https://www.edx.org/course/social-media-how-media-got-social
UML Class Diagrams for Software Engineering,Learn how unified modeling language (UML) class diagrams are created and used to visualize and conceptualize the design of a system.,33710,Self-paced on your time,KU Leuven University,Monique Snoeck,Introductory,Computer Science,English,English,4–5 hours per week,3 Weeks,49,"Have you ever wondered how software architects, requirements engineers and business analysts sketch and draw out their plans for a software system?In this computer science course, you will gain an in-depth understanding of Unified Modeling Language (UML) class diagrams, which are used to visually represent the conceptual design of a system. You will learn about UML class diagrams and how they are used to map out the structure of a business domain by showing business objects, their attributes, and associations.Taught by an instructor with decades of experience in requirements engineering and domain modelling, this course will equip you with the skill of in-depth understanding of a UML class diagram and will enable you to judge the functional fit of a UML class diagram as blueprint for the development of an enterprise information system.The Unified Modeling Language (UML) has become an in-demand skill in software development and engineering. In fact, some of today’s top jobs, i.e. business analysts, enterprise architects, but also developers, technical consultants and solutions architects, require UML knowledge. Enroll today and gain knowledge in an in-demand skill that will help set you apart from the competition.","Week 1: Introduction and UML Class Diagram Basics (part1)
Introduction as to what a data model is, why data modelling matters, and the concepts of modelling languages and notations. Introduction to the notions of ""Class"" and ""Attribute."" Week 2: UML Class Diagram Basics (parts 2 and 3)
Introduction to the concept of ""Association"" and its different variants: ""unary"" and ""ternary associations,"" and ""aggregation."" Learning to navigate a larger UML diagram. Week 3: UML Class Diagrams Advanced Topics
Introduction to the concept of ""inheritance"" and learning to read a model with inheritance. Introduction to the concept of ""AssociationClass"" and learning to reify an association.",https://www.edx.org/course/uml-class-diagrams-for-software-engineering
Driving Digital Innovation through Experimentation,"Learn how to apply principles of experimentation at the technical, organizational and strategic levels of your business to drive digital innovation.",16904,Instructor-led on a course schedule,Boston University,Paul R. Carlile-Ben Lubin,Advanced,Computer Science,English,English,3–5 hours per week,6 Weeks,399,"Experimentation is a key capability for any business to develop and master. Learn how to leverage data to build knowledge and apply this knowledge to improve business outcomes and create strategic advantages. This course is part of both the Digital Product Management and Digital Leadership MicroMasters programs. In it, you will learn to develop iterative business experiments using agile methods. This capability is central to digital businesses as it allows them to sustain competitive advantage through both incremental improvements as well as significant, disruptive innovations when opportunities and conditions warrant them. This course focuses on experimentation across the three layers of a digital business: (1) the capacity of the technical infrastructure to provide an iterative and operational process that uses experiments to gather data and develop knowledge (2) the ability to use agile methods and manage the knowledge interfaces among experts at the organizational layer to derive insight from data to create knowledge and ultimately drive improvements in products and processes. (3) the capability to use the technical and organizational infrastructures to drive experimentation at scale in order to deliver digital transformation.You will learn how to: ",None,https://www.edx.org/course/driving-digital-innovation-through-experimentation
Seguridad Vial en América Latina y el Caribe: de la teoría a la acción,Conoce los principales retos y herramientas de seguridad vial en America Latina y el Caribe. ¡Un curso de la region para la region con expertos de mas de 10 paises!,20189,Self-paced on your time,Inter-American Development Bank,Dalve Soria Alves-Edgar Zamora-Marisela Ponce de León-Ana María Pinto,Introductory,Engineering,Español,Español,2–3 hours per week,10 Weeks,25,"Los siniestros de transito estan posicionados como la principal causa de muerte en America Latina y el Caribe. La inseguridad vial afecta a todos los ciudadanos. Sus consecuencias son inmediatas y se reflejan en el sufrimiento que provocan, pero ademas generan un gran costo social y economico. Al tomar este curso, pasas de ser parte del problema a ¡ser parte de la solución! Ya que el primer paso para cambiar esta realidad es conocerla y aprender sobre sus caracteristicas y las medidas que se requieren para mitigarla.Este curso, te permitira aprender por medio de módulos dinámicos, en los cuales encontraras videos de especialistas de diversas organizaciones (BID, OPS/OMS, WRI, LatinNCAP entre otras), asi como funcionarios de gobierno en los cuales exponen su conocimiento sobre los temas que te interesan relacionados con la seguridad vial; lecturas; casos reales de la region; recomendaciones; actividades practicas y foros de discusion.Por otro lado, este curso te abre la posibilidad de discutir, intercambiar y compartir lecciones aprendidas con alumnos de diferentes paises. Imagina poder contrastar tus opiniones y experiencias con gestores publicos en ejercicio de sus funciones y representantes de organizaciones de la Sociedad Civil ¡de toda la región! En este curso decidimos eliminar las barreras que imponen las distancias geograficas y abrir espacios unicos de creatividad e innovacion sobre recursos de evidencia y sistematizacion. ¿No te suena interesante?No pierdas la oportunidad de ser pionero en aprender sobre esta tematica de la mano de expertos reconocidos a nivel internacional; pero, sobre todo, de ser parte del equipo que en conjunto trabajara por una America Latina y un Caribe libre de lesiones en el transito. Si te interesa el tema de la seguridad vial, la movilidad sustentable y la prevención de lesiones causadas por el transito ¡no puedes perderte este curso en linea!¡Se parte del cambio y hagamos del derecho a la movilidad segura, una realidad!La dedicacion estimada para aprobar es de 3 horas semanales por 10 semanas. No obstante, a traves de la modalidad a tu propio ritmo (self-paced) tendras la flexibilidad de tomar el curso durante un maximo de 4 meses, del 2 de abril al 18 de diciembre de 2020.","Modulo 1: La seguridad vial como problema de desarrollo de crecimiento sostenible
Modulo 2: Seguridad vial en el mundo: situacion actual y principales desafios
Modulo 3: Gestion institucional de la seguridad vial
Modulo 4: El rol de los datos en la seguridad vial
Modulo 5: Infraestructuras mas seguras
Modulo 6: Seguridad en el medio urbano: transporte sostenible
Modulo 7: Nuestra responsabilidad con los vehiculos y comportamientos seguros
Modulo 8: Educacion y comunicacion
Modulo 9: Conclusiones",https://www.edx.org/course/seguridad-vial-en-america-latina-y-el-caribe-de-la
System Dynamics for Health Sciences,Learn to use system dynamics to better understand complex medical issues and interventions.,15157,Self-paced on your time,Wits University,David Rubin-Tak Igusa-Robyn Letts,Intermediate,Medicine,English,English,2–4 hours per week,9 Weeks,139,"Effective and meaningful engagement with complex modern medical systems requires an overarching set of tools.System dynamics is such a tool, allowing health practitioners to model and simulate problems ranging from the molecular level to the entire healthcare system and beyond. This introductory course will teach you the fundamental principles of system dynamics as you learn how to use system dynamics software to explore problems relevant to your field of health. Whether you work in molecular biology, clinical medicine, health policy, or any other health-related field, this course will equip you to investigate the effects of time delays, feedback and system structure. You will learn how to interpret the causes of typical system behaviors such as growth, decay and oscillation in terms of the underlying system properties, and to rapidly develop computer-based models and run simulations to gain insight into the problems in your domain.This course will empower you with a deeper understanding and an enhanced capacity to achieve useful interventions in healthcare.","Week 0: Welcome to the course Week 1: Causal Loop Diagrams; Levels and rates; Developing and running a simple Vensim model; The nuts and bolts of Vensim's basic calculation; Visual integration and differentiation Week 2: Zero-order systems; First-order systems Week 3: Feedback; Modeling epidemics; A simple model of a bioreactor – a system dynamics example Week 4: Pharmacokinetics; Clearance; Single compartment model of dialysis; Two-compartment model of dialysis Week 5: Obesity - a system dynamics example Week 6: Second-order systems, Lookup tables, Conclusion",https://www.edx.org/course/system-dynamics-for-health-sciences
Programming for Data Science,"Learn how to apply fundamental programming concepts, computational thinking and data analysis techniques to solve real-world data science problems.",41268,Self-paced on your time,University of Adelaide,Katrina Falkner-​Claudia Szabo-Nick Falkner,Introductory,Computer Science,English,English,8–10 hours per week,10 Weeks,199,"There is a rising demand for people with the skills to work with Big Data sets and this course can start you on your journey through our Big Data MicroMasters program towards a recognised credential in this highly competitive area.Using practical activities and our innovative ProcessingJS Workspace application you will learn how digital technologies work and will develop your coding skills through engaging and collaborative assignments.You will learn algorithm design as well as fundamental programming concepts such as data selection, iteration and functional decomposition, data abstraction and organisation. In addition to this you will learn how to perform simple data visualisations using ProcessingJS and embed your learning using problem-based assignments.This course will test your knowledge and skills in solving small-scale data science problems working with real-world datasets and develop your understanding of big data in the world around you.","Section 1: Creative code - Computational thinking
Understanding what you can do with ProcessingJS and apply the basics to start coding with colour; Learn how to qualify and express how algorithms work. Section 2: Building blocks - Breaking it down and building it up
Understand how data can be represented and used as variables and learn to manipulate shape attributes and work with weights and shapes using code. Section 3: Repetition - Creating and recognising patterns
Explain how and why using repetiton can aid in creating code and begin using repetition to manipulate and visualise data. Section 4: Choice - Which path to follow
How to create simple and complicated choices and how to create and use decision points in code. Section 5: Repetition - Going further
Discussing advantages of repetition for data visualisation and applying and reflecting on the power of repetitions in code. Creating curves, shapes and scale data in code. Section 6: Testing and Debugging
Understanding why and how to comprehensively test your code and debug code examples using line tracing techniques. Section 7: Arranging our data
Exploring how and why arrays are used to represent data and how static and dynamic arrays can be used to represent data. Section 8: Functions - Reusable code
Understand how functions work in ProcessingJS and demonstate how to deconstruct a problem into useable functions. Section 9: Data Science in practice
Exploring how data science is used to solve programming problems and how to solve big data problems by applying skills and knowledge learned throughout the course. Section 10: Where next?
Understand the context of big data in programming and transform a problem description into a complete working solution using the skills and knowledge you've learned throughout the course, and explore how you can expand the skills learned in this course by participating in future courses.",https://www.edx.org/course/programming-for-data-science
Sensor Fusion and Non-linear Filtering for Automotive Systems,Learn fundamental algorithms for sensor fusion and non-linear filtering with application to automotive perception systems.,9709,Instructor-led on a course schedule,Chalmers University of Technology,Lars Hammarstrand,Advanced,Engineering,English,English,10–20 hours per week,6 Weeks,299,"In this course, we will introduce you to the fundamentals of sensor fusion for automotive systems. Key concepts involve Bayesian statistics and how to recursively estimate parameters of interest using a range of different sensors. The course is designed for students who seek to gain a solid understanding of Bayesian statistics and how to use it to fuse information from different sensors. We emphasize object positioning problems, but the studied techniques are applicable much more generally. The course contains a series of videos, quizzes and hand-on assignments where you get to implement many of the key techniques and build your own sensor fusion toolbox. The course is self-contained, but we highly recommend that you also take the course ChM015x: Multi-target Tracking for Automotive Systems. Together, these courses give you an excellent foundation to tackle advanced problems related to perceiving the traffic situation around an autonomous vehicle using observations from a variety of different sensors, such as, radar, lidar and camera.","Section 1 - Introduction and Primer in statistics
Section 2 - Bayesian statistics (Week 1)
Section 3 - State space models and optimal filters (Week 1)
Section 4 - The Kalman filter and its properties (Week 2-3)
Section 5 - Motion and measurements models (Week 2-3)
Section 6 - Non-linear filtering (Week 4)
Section 7 - Particle filter (Week 5)",https://www.edx.org/course/sensor-fusion-and-non-linear-filtering-for-automot
Research Methods: An Engineering Approach,Learn how to successfully design your research and understand the underlying principles of postgraduate research from an engineering perspective.,20444,Self-paced on your time,Wits University,Ivan Hofsajer,Introductory,Engineering,English,English,2–3 hours per week,8 Weeks,169,"A PhD or master’s level research project is an enormous undertaking, and you might find yourself a bit uncertain about the process or how to achieve the desired outcome. In this research course, you will learn the underlying principles that are needed to conduct research from an engineering perspective.This course is designed for engineering students conducting postgraduate research work on engineering projects. The objective of the course is to translate current research methods, which are mostly from a social science perspective, into something more relatable and understandable to engineers. Our hope for this course is to go beyond the concepts to understand the actual reasons for doing research in a certain way. While engineers are the main target audience, non-engineers will find this information useful as well.The methods taught in this course will equip you with the knowledge needed to design, plan and construct your own research process.What constitutes good research:",Week 1: What Constitutes Research?Week 2: What Makes Your Research a Contribution?Week 3: Where Does My Research Fit In?Week 4: Writing as DiscoveryWeek 5: ArgumentWeek 6: Planning,https://www.edx.org/course/research-methods-an-engineering-approach
Life with Diabetes,"Learn how to confidently manage your diabetes and live a healthy, happy life.",12318,Self-paced on your time,Curtin University,Patricia Marshall,Introductory,Medicine,English,English,3–4 hours per week,5 Weeks,139,"This course focuses on providing skills and resources for you and your family to manage life with diabetes.You will learn what diabetes is, the difference between type 1, type 2 and gestational diabetes as well as how they are treated and why management is so important.You will learn about recommended food choices and eating habits for those living with diabetes as well as the best types of exercise to help manage blood glucose levels. Lastly, we will discuss overall strategies for keeping well and managing your condition including sick day management, hypoglycaemia management and travel.","Module 1: Diabetes - What's it all about?
On completion of this module you will be able to: Module 2: Food choices and eating habits
On completion of this module you will be able to: Module 3: Physical activity and stress management
On completion of this module you will be able to: Module 4: Managing medications
On completion of this module you will be able to: Module 5: Keeping well, physically and mentally
On completion of this module you will be able to: ",https://www.edx.org/course/life-with-diabetes
Diseño y Desarrollo de Recursos Multimedia para la Enseñanza Virtual,Crea de una forma sencilla y fácil tus propios recursos de aprendizaje multimedia e interactivos para una enseñanza virtual exitosa.,14266,Self-paced on your time,Universidad Galileo,Rocael Hernández Rissardini-Miguel Morales-Mónica Mishell Pérez de Santisteban-Carla Sandoval Orellana,Intermediate,Humanities,Español,Español,4–5 hours per week,4 Weeks,49,"El curso está enfocado para que identifiques las principales características, utilidades y ventajas de los diferentes tipos de recursos multimedia que puedes construir para complementar o generar conocimiento; utilizarás tu creatividad al máximo al desarrollar presentaciones, actividades interactivas y videos educativos los cuales podrás integrar de forma eficiente a tus procesos de formación o bien como recurso de apoyo en tus clases presenciales.El contenido se desarrolla en una serie de temas entrelazados y dosificados en 4 lecciones, en las que aprenderás de forma práctica y dinámica las diferentes metodologías, herramientas y técnicas de diseño para la elaboración de recursos educativos multimedia, usando herramientas líderes en la industria de la producción multimedia como Articulate Storyline, Adobe Captivate, Camtasia, y Adobe Spark entre otras.En cada lección encontrarás contenidos y actividades exclusivas para ti, más herramientas, material audiovisual, plantillas, guías de buenas prácticas, foros de discusión especiales para formar y promover una comunidad activa de aprendizaje.Este curso forma parte del programa MicroMasters “e-Learning: crea actividades y contenidos para la enseñanza virtual”Al finalizar este curso aprenderás a:","Lección 1: Multimedia aplicada a la educación Los recursos multimedia se han convertido en un elemento esencial de los procesos de enseñanza - aprendizaje virtual. En esta lección se estudia el proceso de creación y diseño de cualquier recurso multimedia, principios que lo rigen, características y clasificación, especificaciones técnicas, y se dará respuestas a preguntas fundamentales como por ejemplo ¿Qué factores influyen para un buen diseño de recursos multimedia?Lección 2: Desarrollo de multimedia interactiva La magia de la interactividad es posible en el desarrollo de recursos multimedia para entornos educativos virtuales, a través del uso de herramientas como Storyline y Adobe Captivate, por mencionar algunos, conoce la interfaz, navegación y recursos de maquetación para una presentación multimedia efectiva, cómo publicar tu recurso interactivo y por supuesto, el top 10 de la multimedia interactiva en la educación.Lección 3: Diseño y producción de video educativo. El uso de videos educativos, es una de las tendencias con mayor penetración en el campo de la educación, tanto en modalidad presencial como virtual, conoce el uso, ventajas y desventajas de este tipo de recursos, el proceso de diseño y producción, tipos de videos. Conoce Adobe Spark y Camtasia dos herramientas lideres para la edición de videos.Lección 4: Desarrollando multimedia a través de herramientas de autor ¿Te gustaría acelerar el proceso de desarrollo de contenidos para entornos virtuales? En esta lección te explicamos cómo implementar el Rapid Learning y Micro Learning, la importancia de utilizar herramientas de autor para simulaciones y escenarios. Aprende a usar Cuadernia y Exelearning.Contenido que encontrarás en el curso:",https://www.edx.org/course/diseno-y-desarrollo-de-recursos-multimedia-para-la
Liderazgo en la empresa familiar,"Aprende las dinámicas de las empresas familiares, con el fin de aplicar las habilidades, herramientas e instrumentos que implican liderar y orquestar la empresa familiar de forma exitosa.",10969,Self-paced on your time,Tecnológico de Monterrey,Fernando Sandoval Arzaga-Juan Pablo Murra Lascurain-David Salvador Xotlanihua González,Intermediate,Business & Management,Español,Español,7–8 hours per week,6 Weeks,49,"Para lograr que la familia trascienda y la empresa se sostenga en el tiempo, en este curso de emprendimiento y administración de empresas, tendrás la oportunidad de comprender la complejidad de las dinámicas de familia y empresa, reflexionar sobre los roles y formas de pensar del dirigente familiar y hacer un diagnóstico del emprendimiento empresarial. Todo ello con el fin de que conozcas los instrumentos y componentes que implican liderar y orquestar la empresa familiar: la visión de futuro de la familia empresaria, el desarrollo de las siguientes generaciones y la formación de un gobierno de familia y empresa eficaz y flexible. Todo el conocimiento adquirido en este curso de administración de empresas podrá ser aplicado en la empresa familiar. El Centro de Familias Emprendedoras y EGADE Business School de la Escuela de Negocios del Tecnológico de Monterrey es la Institución ideal para desarrollar estas habilidades, ya que el Tec de Monterrey es la universidad número 1 en México y la 6a mejor en Latinoamérica según Times Higher Education (THE) 2016. Los profesores del Centro de Familias Emprendedoras están altamente calificados y son reconocidos al ser parte del proyecto mundial STEP para el emprendimiento familiar, y la EGADE Business School es la escuela número 1 en América Latina, en su MBA, según el ranking de AméricaEconomía.• Aplicar estrategias, herramientas y modelos para liderar y orquestar la empresa familiar • Identificar y aplicar las características que te permitirán ser un buen líder empresarial • Explicar la importancia y los retos de las familias emprendedoras • Distinguir los diferentes estilos de liderazgo organizacional que puedes encontrar en la empresa familiar • Generar talento emprendedor dentro de la organización usando liderazgo empresarial",TEMA 1: Fundamentos de la empresa familiar TEMA 2: Identificación de roles en la empresa familiar TEMA 3: Visión de futuro de la familia empresaria TEMA 4: Desarrollo de la Siguiente Generación (NxtG) TEMA 5: Modelo de Liderazgo (orquestación) de las dinámicas de familia- empresa. ,https://www.edx.org/course/liderazgo-en-la-empresa-familiar
Diversity and Social Justice in Social Work,"Increase your knowledge and critical thinking skills related to diversity, human rights and social justice and injustice.",11055,Self-paced on your time,The University of Michigan,Jamie Mitchell,Advanced,Social Sciences,English,English,8–10 hours per week,8 Weeks,199,"In this social sciences course, you will develop a framework for:We will explore the knowledge base that underlies skills needed to work towards justice. You will learn about types and sources of power, multiple social locations, social constructions, social processes, social identities, conflicts, and how all these interact.You will develop skills in critical contextual thinking and analyses, and in praxis, learn to use knowledge and theory to recognize and critique underlying assumptions and paradigms and inform working for change.You will learn how multiple kinds of boundaries are especially important--across groups, between organizations and system levels, and within and between people, related to intersecting social locations.You will actively explore how societal power and diversity characterize and shape the human experience, and are critical to the formation of social structures, cultural understandings, group and organizational processes, and identities. You will learn how the dimensions of diversity are understood as the intersectionality of multiple factors including: age, class, color, culture, disability, ethnicity, gender, gender identity and expression, immigration status, political ideology, race, religion, sex, and sexual orientation.You will learn how current experiences of privilege and oppression are shaped by historical forces, societal structures, social constructions, groups, interpersonal processes and human understandings. This includes an understanding of the institutional, organizational, policy, and socio-cultural arrangements that contribute to privilege and oppression. Additionally, this course will explore formulations of human rights, including positive rights, and negative conditions that need to be eradicated.You will also study how social justice and injustice occur in organizations, institutions, and society, relevant theories that can inform work for justice (e.g., critical race theory, and components of many theories), and how mechanisms of oppression and privilege work (e.g., marginalization, exploitation, violence, cultural hegemony, and powerlessness).This course is part of the Social Work: Practice, Policy and Research MicroMasters Program offered by MichiganX. Please note that to complete this program with a MicroMasters certificate, you must be enrolled as a verified learner in all courses in the program by November 30, 2020, and you must complete all assessments by March 29, 2021.","Week 1:
A Theory of Everything: Defining Social Justice in a Socially Unjust World
Race and Justice Week 2:
Gender and Justice Week 3:
Class and Justice Week 4:
Understanding Intersectionality Week 5:
Income Inequality Week 6:
Examining Ourselves Week 7:
Addressing Oppression Week 8:
What can be done?",https://www.edx.org/course/diversity-and-social-justice-in-social-work
Public Library Marketing and Public Relations,"Learn how to develop effective marketing and PR strategies to help share your library’s programs, services, and value with the broader community.",7525,Self-paced on your time,The University of Michigan,Kristin Fontichiaro,Introductory,Humanities,English,English,2–3 hours per week,4 Weeks,49,"In this course, part of the Public Library Management Professional Certificate program, you’ll learn how to use attractive graphic design, public relations outreach with the media, and paid marketing to better communicate about your library and, in the case of social media, build better conversations and relationships with patrons.Solutions at multiple budget points (e.g., DIY software versus working with a designer) will also be discussed.",Weekly themes tentatively scheduled to cover:,https://www.edx.org/course/public-library-marketing-and-public-relations
VideoX: Creating Video for the edX Platform,Learn the best and most efficient ways to create video content for the edX platform.,12159,Self-paced on your time,edX,Erik Brown-James Donald,Introductory,Education & Teacher Training,English,English,2–4 hours per week,2 Weeks,99,"VideoX is an introduction to the video creation process for edX.org. This course is part of the edX Course Creator XSeries and should be taken after completing StudioX.After completing this course, you will be able to:VideoX is a course for everyone and does not require any previous experience in video production. So what are you waiting for? Get started today!","Introduction
Getting started on video creation. You will learn the four steps of video creation and how best to use video within an edX.org course. 
Pre-Production
The planning stage of video creation. This segment covers the differences between Marketing and Course Content videos, and best practices for the planning and budgeting of both. This includes course segmentation and instructor coaching. 
Production
The recording stage of video creation. This segment includes best practices for Do-It-Yourself recording as well as standard recording techniques, including the use of cameras, audio and lighting. 
Post-Production
The editing stage of video creation. This includes best practices for the use of third-party media, color correction and audio mixing. 
Delivery
How to encode and upload video segments into your edX.org course using edX Studio.",https://www.edx.org/course/videox-creating-video-for-the-edx-platform
Agua en América Latina: Abundancia en medio de la escasez mundial,"Un MOOC desarrollado en colaboración con la Universidad de los Andes (Uniandes) de Colombia, donde diferentes visiones y profesiones se unen para construir alternativas que ayudan a comprender la crisis mundial del agua.",38581,Self-paced on your time,Inter-American Development Bank,Jorge Ducci-Juan Mauricio Benavides-Mario Díaz Granados-Luis Alejandro Camacho,Introductory,Environmental Studies,Español,Español,3–4 hours per week,10 Weeks,25,"Si en el mundo existe tanta agua dulce, 35 millones de km3 para ser exactos, ¿cómo es posible que hoy más de 750 millones de personas no tengan acceso al agua? Al mismo tiempo, el continente americano cuenta con el 31% de las reservas de agua dulce del mundo. ¿Es posible que los países que conforman América Latina puedan aprovechar esta situación y transformarla en una gran oportunidad?Si deseas dar respuesta a estas preguntas y otras parecidas, ¡este curso es para ti! Lo que se pretende con el curso es que los participantes reconozcan las amenazas en el acceso a los recursos hídricos en América Latina y el Caribe. A partir de la identificación de los riesgos materializados por vacíos institucionales prevalentes en la región y los impactos adversos del cambio climático y la contaminación, podrás reconocer las amenazas en el acceso a los recursos hídricos en América Latina y el Caribe.De esta forma, el curso te llevará hacia una reflexión sobre el rol del agua en la sociedad, sus usos y su potencial y, además, te presentará los métodos y herramientas existentes para la asignación de los recursos hídricos disponibles y, así, obtener el máximo beneficio y evitar el despilfarro. No te pierdas la oportunidad de analizar los usos del agua y riesgos del acceso a los recursos hídricos en la región, a través de la mirada interdisciplinar.Además, haremos uso de aplicaciones web, como juegos o interacciones que promueven la colaboración y la aplicabilidad de los conceptos presentados por nuestros instructores. Incluso, a lo largo del curso, las actividades propuestas permitirán al participante poner en práctica lo aprendido en su lugar de residencia.El 78% de los estudiantes que han realizado el curso afirman que mejoraron su capacidad para formular, implementar y/o evaluar políticas públicas.55% de los estudiantes afirmaron que otras personas en sus comunidades se beneficiaron de las iniciativas, proyectos o programas que desarrollo con base en el curso.Por último, la modalidad de este curso es ""a tu propio ritmo (self-paced)"". Esto significa que, si escoges pagar por el certificado verificado, tendrás la flexibilidad de tomar el curso durante un máximo aproximado de 8.7 meses, del 2 de abril al 18 de diciembre de 2020.Ya lo sabes: ¡Te esperamos en “Agua en América Latina: abundancia en medio de la escasez mundial”.Al final del curso, serás capaz de:","Módulo 0: Introducción
Módulo 1: La crisis mundial del agua
Módulo 2: Agua, oferta y demanda
Módulo 3: Agua, sociedad y economía
Módulo 4: Gestión comunitaria y gobernanza del agua
Módulo 5: Asignación de recursos hídricos entre actores diversos
Módulo 6: Aplicación a través de un caso de estudio",https://www.edx.org/course/agua-en-america-latina-abundancia-en-medio-de-la-e
